Population	Species	Locality	Replicate	Private	Sites	Variant_Sites	Polymorphic_Sites	%Polymorphic_Loci	Num_Indv	Var_N	StdErr_N	P	Var_P	StdErr_P	Obs_Het	Var_OHe	StdErr_OHe	Obs_Hom	Var_OHo	StdErr_OHo	Exp_Het	Var_EHe	StdErr_EHe	Exp_Hom	Var_EHo	StdErr_EHo	Pi	Var_Pi	StdErr_Pi	Fis	Var_Fis	StdErr_Fis
glutinosus_SG_Blood	glutinosus	SG	Blood	109	24579	24439	4637	18.86570	3.62480	2.08934	0.00922	0.94601	0.01610	0.00081	0.08993	0.04934	0.00142	0.91007	0.04934	0.00142	0.06995	0.02351	0.00098	0.93005	0.02351	0.00098	0.08296	0.03460	0.00119	-0.01298	0.02923	0.00922
montanus_SG_FFS	montanus	SG	FFS	20	19671	19574	1779	9.04377	2.10106	0.71597	0.00603	0.96801	0.01196	0.00078	0.06045	0.04484	0.00151	0.93955	0.04484	0.00151	0.03801	0.01521	0.00088	0.96199	0.01521	0.00088	0.05375	0.03340	0.00130	-0.01122	0.01118	0.00603
montanus_IGG_FFS	montanus	IGG	FFS	132	23872	23743	2895	12.12718	3.22549	1.64087	0.00829	0.96213	0.01290	0.00073	0.07034	0.04677	0.00140	0.92966	0.04677	0.00140	0.04708	0.01751	0.00086	0.95292	0.01751	0.00086	0.05900	0.02963	0.00111	-0.02051	0.01823	0.00829
cinereus_IGG_Blood	cinereus	IGG	Blood	32	24593	24457	2727	11.08852	2.71126	0.87169	0.00595	0.96726	0.01048	0.00065	0.05690	0.03465	0.00119	0.94310	0.03465	0.00119	0.04238	0.01545	0.00079	0.95762	0.01545	0.00079	0.05408	0.02678	0.00104	-0.00475	0.01504	0.00595
yonahlossee_SG_Fresh	yonahlossee	SG	Fresh	15	25108	24963	2790	11.11200	1.99661	0.00337	0.00037	0.95347	0.01884	0.00087	0.09079	0.07352	0.00171	0.90921	0.07352	0.00171	0.05104	0.02122	0.00092	0.94896	0.02122	0.00092	0.06807	0.03775	0.00123	-0.03407	0.01928	0.00037
yonahlossee_IGG_Fresh	yonahlossee	IGG	Fresh	6	25111	25056	3146	12.52837	4.15758	0.45342	0.00425	0.96018	0.01360	0.00074	0.07521	0.05025	0.00141	0.92479	0.05025	0.00141	0.04928	0.01859	0.00086	0.95072	0.01859	0.00086	0.05584	0.02390	0.00098	-0.03576	0.02480	0.00425
glutinosus_SG_Fresh	glutinosus	SG	Fresh	51	25106	25051	3693	14.70963	1.86991	0.11317	0.00212	0.94480	0.01996	0.00089	0.10573	0.07620	0.00174	0.89427	0.07620	0.00174	0.06437	0.02460	0.00099	0.93563	0.02460	0.00099	0.08935	0.04899	0.00140	-0.02458	0.01868	0.00212
yonahlossee_SG_Blood	yonahlossee	SG	Blood	8	24191	24142	2171	8.97441	1.43136	0.24530	0.00318	0.96419	0.01436	0.00077	0.06992	0.05597	0.00152	0.93008	0.05597	0.00152	0.04034	0.01684	0.00083	0.95966	0.01684	0.00083	0.06339	0.04483	0.00136	-0.00980	0.00735	0.00318
cylindraceus_IGG_Blood	cylindraceus	IGG	Blood	21	24787	24733	2035	8.20995	1.25340	0.18920	0.00276	0.96528	0.01457	0.00077	0.06701	0.05619	0.00151	0.93299	0.05619	0.00151	0.03788	0.01632	0.00081	0.96212	0.01632	0.00081	0.06682	0.05429	0.00148	-0.00028	0.00377	0.00276
glutinosus_SG_FFS	glutinosus	SG	FFS	0	11010	10990	774	7.02997	1.40082	0.42948	0.00625	0.97232	0.01138	0.00102	0.05176	0.04225	0.00196	0.94824	0.04225	0.00196	0.03107	0.01320	0.00109	0.96893	0.01320	0.00109	0.05246	0.04122	0.00194	0.00096	0.00473	0.00625
welleri_IGG_FFS	welleri	IGG	FFS	4236	24747	24695	3475	14.04211	5.88892	0.75324	0.00552	0.96192	0.01276	0.00072	0.07263	0.04807	0.00139	0.92737	0.04807	0.00139	0.04774	0.01691	0.00083	0.95226	0.01691	0.00083	0.05256	0.02062	0.00091	-0.03775	0.02923	0.00552
